Sample Name,Date Received,Container,Sample LIMS ID,Progress,Investigator Sample Name,Replicate Sample Id,Notes
110251,"Jun 23, 2014",27-25462,NIC1102A6736,,S193608782,MC00217X,14/I/11
110252,"Jun 23, 2014",27-25463,NIC1102A6737,,S846421622,MC00161X,14/I/12
110253,"Jun 23, 2014",27-25464,NIC1102A6738,,S187137210,MC00700X,14/I/15
110254,"Jun 23, 2014",27-25465,NIC1102A6739,,S022368959,MC00022X,14/I/4
110255,"Jun 23, 2014",27-25466,NIC1102A6740,,S995297159,MC00713X,14/J/13
110256,"Jun 23, 2014",27-25467,NIC1102A6741,,S179926969,MC00321X,14/J/14
110257,"Jun 23, 2014",27-25468,NIC1102A6742,,S401927974,MC00349X,14/J/2
110258,"Jun 23, 2014",27-25469,NIC1102A6743,,S126721943,MC00732X,15/A/1
110259,"Jun 23, 2014",27-25470,NIC1102A6744,,S775165731,MC00972X,15/A/7
110260,"Jun 23, 2014",27-25471,NIC1102A6745,,S441799721,MC00164X,15/A/9
110261,"Jun 23, 2014",27-25472,NIC1102A6746,,S318263937,MC00629X,15/B/15
110262,"Jun 23, 2014",27-25473,NIC1102A6747,,S761607444,MC00621X,15/B/4
110263,"Jun 23, 2014",27-25474,NIC1102A6748,,S699154495,MC00580X,15/B/5
110264,"Jun 23, 2014",27-25475,NIC1102A6749,,S984886452,MC00632X,15/B/7
110265,"Jun 23, 2014",27-25476,NIC1102A6750,,S971559907,MC00766X,15/C/10
110266,"Jun 23, 2014",27-25477,NIC1102A6751,,S039210313,MC00690X,15/C/11
110267,"Jun 23, 2014",27-25478,NIC1102A6752,,S890790505,MC00367X,15/C/12
110268,"Jun 23, 2014",27-25479,NIC1102A6753,,S664569840,MC00139X,15/C/6
110269,"Jun 23, 2014",27-25480,NIC1102A6754,,S393745626,MC00788X,15/D/1
110270,"Jun 23, 2014",27-25481,NIC1102A6755,,S500908472,MC00051X,15/D/12
110271,"Jun 23, 2014",27-25482,NIC1102A6756,,S480367358,MC00784X,15/E/12
110272,"Jun 23, 2014",27-25483,NIC1102A6757,,S193849657,MC00594X,15/E/15
110273,"Jun 23, 2014",27-25484,NIC1102A6758,,S131439317,MC00165X,15/E/9
110274,"Jun 23, 2014",27-25485,NIC1102A6759,,S229922877,MC00538X,15/F/10
110275,"Jun 23, 2014",27-25486,NIC1102A6760,,S971079564,MC00206X,15/F/11
110276,"Jun 23, 2014",27-25487,NIC1102A6761,,S003326628,MC00452X,15/F/13
110277,"Jun 23, 2014",27-25488,NIC1102A6762,,S189011409,MC00526X,15/F/2
110278,"Jun 23, 2014",27-25489,NIC1102A6763,,S785494252,MC00939X,15/F/3
110279,"Jun 23, 2014",27-25490,NIC1102A6764,,S273975898,MC00812X,15/F/7
110280,"Jun 23, 2014",27-25491,NIC1102A6765,,S633344263,MC00118X,15/F/8
110281,"Jun 23, 2014",27-25492,NIC1102A6766,,S280119882,MC00393X,15/F/9
110282,"Jun 23, 2014",27-25493,NIC1102A6767,,S196860994,MC00906X,15/G/4
110283,"Jun 23, 2014",27-25494,NIC1102A6768,,S706570642,MC00227X,15/G/6
110284,"Jun 23, 2014",27-25495,NIC1102A6769,,S423927741,MC00370X,15/H/12
110285,"Jun 23, 2014",27-25496,NIC1102A6770,,S226954751,MC00437X,15/H/4
110286,"Jun 23, 2014",27-25497,NIC1102A6771,,S363211174,MC00037X,15/H/7
110287,"Jun 23, 2014",27-25498,NIC1102A6772,,S927559884,MC00849X,15/H/8
110288,"Jun 23, 2014",27-25499,NIC1102A6773,,S747522802,MC00070X,15/I/13
110289,"Jun 23, 2014",27-25500,NIC1102A6774,,S292145140,MC00045X,15/I/4
110290,"Jun 23, 2014",27-25501,NIC1102A6775,,S747366111,MC00527X,15/I/5
110291,"Jun 23, 2014",27-25502,NIC1102A6776,,S430144012,MC00855X,15/I/6
110292,"Jun 23, 2014",27-25503,NIC1102A6777,,S525177553,MC00757X,15/I/8
110293,"Jun 23, 2014",27-25504,NIC1102A6778,,S163878349,MC00160X,15/J/11
110294,"Jun 23, 2014",27-25505,NIC1102A6779,,S114116184,MC00626X,15/J/12
110295,"Jun 23, 2014",27-25506,NIC1102A6780,,S274340853,MC00486X,15/J/3
110296,"Jun 23, 2014",27-25507,NIC1102A6781,,S488651428,MC00905X,15/J/5
110297,"Jun 23, 2014",27-25508,NIC1102A6782,,S409208261,MC00158X,15/J/8
110298,"Jun 23, 2014",27-25509,NIC1102A6783,,S696084608,MC00138X,15/J/9
110299,"Jun 23, 2014",27-25510,NIC1102A6784,,S301689322,MC00250X,16/A/1
110300,"Jun 23, 2014",27-25511,NIC1102A6785,,S076984301,MC00726X,16/A/4
110301,"Jun 23, 2014",27-25512,NIC1102A6786,,S636580136,MC00660X,16/B/14
110302,"Jun 23, 2014",27-25513,NIC1102A6787,,S677048952,MC00224X,16/B/3
110303,"Jun 23, 2014",27-25514,NIC1102A6788,,S071919541,MC00375X,16/B/5
110304,"Jun 23, 2014",27-25515,NIC1102A6789,,S233916932,MC00219X,16/B/6
110305,"Jun 23, 2014",27-25516,NIC1102A6790,,S219686238,MC00404X,16/B/9
110306,"Jun 23, 2014",27-25517,NIC1102A6791,,S213412097,MC00107X,16/C/10
110307,"Jun 23, 2014",27-25518,NIC1102A6792,,S817826159,MC00207X,16/C/3
110308,"Jun 23, 2014",27-25519,NIC1102A6793,,S712682542,MC00357X,16/D/10
110309,"Jun 23, 2014",27-25520,NIC1102A6794,,S439965160,MC00686X,16/D/13
110310,"Jun 23, 2014",27-25521,NIC1102A6795,,S607106200,MC00081X,16/D/6
110311,"Jun 23, 2014",27-25522,NIC1102A6796,,S412734405,MC00595X,16/D/9
110312,"Jun 23, 2014",27-25523,NIC1102A6797,,S464558599,MC00778X,16/E/11
110313,"Jun 23, 2014",27-25524,NIC1102A6798,,S813047353,MC00731X,16/E/12
110314,"Jun 23, 2014",27-25525,NIC1102A6799,,S061880401,MC00610X,16/E/13
110315,"Jun 23, 2014",27-25526,NIC1102A6800,,S324241293,MC00252X,16/E/7
110316,"Jun 23, 2014",27-25527,NIC1102A6801,,S160156519,MC00392X,16/E/8
110317,"Jun 23, 2014",27-25528,NIC1102A6802,,S635261501,MC00130X,16/F/11
110318,"Jun 23, 2014",27-25529,NIC1102A6803,,S948068867,MC00767X,16/F/13
110319,"Jun 23, 2014",27-25530,NIC1102A6804,,S924600062,MC00474X,16/F/2
110320,"Jun 23, 2014",27-25531,NIC1102A6805,,S141062768,MC00963X,16/F/3
110321,"Jun 23, 2014",27-25532,NIC1102A6806,,S519086667,MC00398X,16/F/4
110322,"Jun 23, 2014",27-25533,NIC1102A6807,,S715873326,MC00080X,16/F/7
110323,"Jun 23, 2014",27-25534,NIC1102A6808,,S948552695,MC00295X,16/F/9
110324,"Jun 23, 2014",27-25535,NIC1102A6809,,S978814724,MC00254X,16/G/10
110325,"Jun 23, 2014",27-25536,NIC1102A6810,,S419790703,MC00558X,16/G/4
110326,"Jun 23, 2014",27-25537,NIC1102A6811,,S413109830,MC00982X,16/G/5
110327,"Jun 23, 2014",27-25538,NIC1102A6812,,S714671778,MC00815X,16/G/6
110328,"Jun 23, 2014",27-25539,NIC1102A6813,,S973945175,MC00272X,16/G/7
110329,"Jun 23, 2014",27-25540,NIC1102A6814,,S624078983,MC00148X,16/G/8
110330,"Jun 23, 2014",27-25541,NIC1102A6815,,S151392360,MC00750X,16/G/9
110331,"Jun 23, 2014",27-25542,NIC1102A6816,,S843026881,MC00068X,16/H/10
110332,"Jun 23, 2014",27-25543,NIC1102A6817,,S200603232,MC00351X,16/H/12
110333,"Jun 23, 2014",27-25544,NIC1102A6818,,S201314145,MC00185X,16/H/14
110334,"Jun 23, 2014",27-25545,NIC1102A6819,,S485105142,MC00557X,16/H/15
110335,"Jun 23, 2014",27-25546,NIC1102A6820,,S428283487,MC00269X,16/H/3
110336,"Jun 23, 2014",27-25547,NIC1102A6821,,S165143843,MC00307X,16/H/9
110337,"Jun 23, 2014",27-25548,NIC1102A6822,,S357623379,MC00487X,16/I/11
110338,"Jun 23, 2014",27-25549,NIC1102A6823,,S438095901,MC00366X,16/I/13
110339,"Jun 23, 2014",27-25550,NIC1102A6824,,S184549872,MC00266X,16/I/3
110340,"Jun 23, 2014",27-25551,NIC1102A6825,,S791292104,MC00214X,16/I/6
110341,"Jun 23, 2014",27-25552,NIC1102A6826,,S032690289,MC00775X,16/J/13
110342,"Jun 23, 2014",27-25553,NIC1102A6827,,S645448664,MC00932X,16/J/15
110343,"Jun 23, 2014",27-25554,NIC1102A6828,,S448806433,MC00446X,16/J/2
110344,"Jun 23, 2014",27-25555,NIC1102A6829,,S933848412,MC00467X,16/J/3
110345,"Jun 23, 2014",27-25556,NIC1102A6830,,S638634049,MC00049X,16/J/8
110346,"Jun 23, 2014",27-25557,NIC1102A6831,,S021370033,MC00629X,16/J/9
110347,"Jun 23, 2014",27-25558,NIC1102A6832,,S460512650,MC00843X,17/A/1
110348,"Jun 23, 2014",27-25559,NIC1102A6833,,S352594672,MC00761X,17/A/12
110349,"Jun 23, 2014",27-25560,NIC1102A6834,,S768752125,MC00607X,17/A/4
110350,"Jun 23, 2014",27-25561,NIC1102A6835,,S607793373,MC00941X,17/A/6
110351,"Jun 23, 2014",27-25562,NIC1102A6836,,S817401821,MC00024X,17/A/7
110352,"Jun 23, 2014",27-25563,NIC1102A6837,,S537555777,MC00809X,17/A/9
110353,"Jun 23, 2014",27-25564,NIC1102A6838,,S688876622,MC00247X,17/B/1
110354,"Jun 23, 2014",27-25565,NIC1102A6839,,S384116273,MC00728X,17/B/2
110355,"Jun 23, 2014",27-25566,NIC1102A6840,,S617234384,MC00800X,17/B/4
110356,"Jun 23, 2014",27-25567,NIC1102A6841,,S331996407,MC00404X,17/C/1
110357,"Jun 23, 2014",27-25568,NIC1102A6842,,S342307531,MC00680X,17/C/10
110358,"Jun 23, 2014",27-25569,NIC1102A6843,,S358223848,MC00177X,17/C/11
110359,"Jun 23, 2014",27-25570,NIC1102A6844,,S190743035,MC00450X,17/C/13
110360,"Jun 23, 2014",27-25571,NIC1102A6845,,S535213775,MC00096X,17/C/15
110361,"Jun 23, 2014",27-25572,NIC1102A6846,,S766541448,MC00186X,17/C/3
110362,"Jun 23, 2014",27-25573,NIC1102A6847,,S547680877,MC00287X,17/C/6
110363,"Jun 23, 2014",27-25574,NIC1102A6848,,S005485032,MC00265X,17/C/9
110364,"Jun 23, 2014",27-25575,NIC1102A6849,,S113631780,MC00027X,17/D/1
110365,"Jun 23, 2014",27-25576,NIC1102A6850,,S065171432,MC00741X,17/D/3
110366,"Jun 23, 2014",27-25577,NIC1102A6851,,S456184848,MC00884X,17/D/5
110367,"Jun 23, 2014",27-25578,NIC1102A6852,,S150209304,MC00180X,17/D/6
110368,"Jun 23, 2014",27-25579,NIC1102A6853,,S897659060,MC00979X,17/E/1
110369,"Jun 23, 2014",27-25580,NIC1102A6854,,S586143315,MC00267X,17/E/15
110370,"Jun 23, 2014",27-25581,NIC1102A6855,,S561805383,MC00296X,17/E/5
110371,"Jun 23, 2014",27-25582,NIC1102A6856,,S024735187,MC00418X,17/E/9
110372,"Jun 23, 2014",27-25583,NIC1102A6857,,S337601580,MC00541X,17/F/14
110373,"Jun 23, 2014",27-25584,NIC1102A6858,,S009967688,MC00023X,17/F/15
110374,"Jun 23, 2014",27-25585,NIC1102A6859,,S379010283,MC00141X,17/F/4
110375,"Jun 23, 2014",27-25586,NIC1102A6860,,S428955691,MC00302X,17/G/10
110376,"Jun 23, 2014",27-25587,NIC1102A6861,,S838206272,MC00232X,17/G/11
110377,"Jun 23, 2014",27-25588,NIC1102A6862,,S136427039,MC00458X,17/G/12
110378,"Jun 23, 2014",27-25589,NIC1102A6863,,S596446287,MC00655X,17/G/3
110379,"Jun 23, 2014",27-25590,NIC1102A6864,,S689885426,MC00739X,17/H/12
110380,"Jun 23, 2014",27-25591,NIC1102A6865,,S451894623,MC00194X,17/H/3
110381,"Jun 23, 2014",27-25592,NIC1102A6866,,S900516230,MC00927X,17/H/4
110382,"Jun 23, 2014",27-25593,NIC1102A6867,,S756439008,MC00484X,17/H/7
110383,"Jun 23, 2014",27-25594,NIC1102A6868,,S263005229,MC00171X,17/I/10
110384,"Jun 23, 2014",27-25595,NIC1102A6869,,S513819385,MC00637X,17/I/12
110385,"Jun 23, 2014",27-25596,NIC1102A6870,,S714101967,MC00669X,17/I/7
110386,"Jun 23, 2014",27-25597,NIC1102A6871,,S142031197,MC00640X,17/J/10
110387,"Jun 23, 2014",27-25598,NIC1102A6872,,S207992963,MC00316X,17/J/3
110388,"Jun 23, 2014",27-25599,NIC1102A6873,,S421405075,MC00755X,17/J/5
110389,"Jun 23, 2014",27-25600,NIC1102A6874,,S115221517,MC00626X,17/J/9
110390,"Jun 23, 2014",27-25601,NIC1102A6875,,S659345872,MC00184X,18/A/1
110391,"Jun 23, 2014",27-25602,NIC1102A6876,,S927825990,MC00497X,18/A/10
110392,"Jun 23, 2014",27-25603,NIC1102A6877,,S259444645,MC00102X,18/A/4
110393,"Jun 23, 2014",27-25604,NIC1102A6878,,S882209853,MC00972X,18/A/6
110394,"Jun 23, 2014",27-25605,NIC1102A6879,,S344145322,MC00920X,18/A/7
110395,"Jun 23, 2014",27-25606,NIC1102A6880,,S439128455,MC00512X,18/B/13
110396,"Jun 23, 2014",27-25607,NIC1102A6881,,S962469158,MC00820X,18/B/14
110397,"Jun 23, 2014",27-25608,NIC1102A6882,,S652957291,MC00079X,18/B/8
110398,"Jun 23, 2014",27-25609,NIC1102A6883,,S655697921,MC00831X,18/B/9
110399,"Jun 23, 2014",27-25610,NIC1102A6884,,S014170676,MC00921X,18/C/13
110400,"Jun 23, 2014",27-25611,NIC1102A6885,,S296092671,MC00551X,18/C/3
110401,"Jun 23, 2014",27-25612,NIC1102A6886,,S134206974,MC00748X,18/C/6
110402,"Jun 23, 2014",27-25613,NIC1102A6887,,S032592871,MC00746X,18/C/7
110403,"Jun 23, 2014",27-25614,NIC1102A6888,,S185654004,MC00621X,18/C/8
110404,"Jun 23, 2014",27-25615,NIC1102A6889,,S417038538,MC00786X,18/D/14
110405,"Jun 23, 2014",27-25616,NIC1102A6890,,S981688205,MC00171X,18/D/3
110406,"Jun 23, 2014",27-25617,NIC1102A6891,,S169997214,MC00533X,18/D/4
110407,"Jun 23, 2014",27-25618,NIC1102A6892,,S539453275,MC00704X,18/D/5
110408,"Jun 23, 2014",27-25619,NIC1102A6893,,S639551760,MC00974X,18/D/9
110409,"Jun 23, 2014",27-25620,NIC1102A6894,,S091118271,MC00267X,18/E/5
110410,"Jun 23, 2014",27-25621,NIC1102A6895,,S329878956,MC00633X,18/E/9
110411,"Jun 23, 2014",27-25622,NIC1102A6896,,S466485514,MC00344X,18/F/1
110412,"Jun 23, 2014",27-25623,NIC1102A6897,,S629271708,MC00192X,18/F/12
110413,"Jun 23, 2014",27-25624,NIC1102A6898,,S278190315,MC00067X,18/F/14
110414,"Jun 23, 2014",27-25625,NIC1102A6899,,S053629480,MC00860X,18/F/4
110415,"Jun 23, 2014",27-25626,NIC1102A6900,,S014589086,MC00378X,18/F/5
110416,"Jun 23, 2014",27-25627,NIC1102A6901,,S678096037,MC00402X,18/F/6
110417,"Jun 23, 2014",27-25628,NIC1102A6902,,S705364930,MC00054X,18/G/12
110418,"Jun 23, 2014",27-25629,NIC1102A6903,,S249555711,MC00526X,18/G/14
110419,"Jun 23, 2014",27-25630,NIC1102A6904,,S236029444,MC00072X,18/H/10
110420,"Jun 23, 2014",27-25631,NIC1102A6905,,S934418006,MC00113X,18/H/11
110421,"Jun 23, 2014",27-25632,NIC1102A6906,,S133487090,MC00747X,18/H/12
110422,"Jun 23, 2014",27-25633,NIC1102A6907,,S041813503,MC00601X,18/H/14
110423,"Jun 23, 2014",27-25634,NIC1102A6908,,S331456445,MC00230X,18/H/3
110424,"Jun 23, 2014",27-25635,NIC1102A6909,,S247839347,MC00379X,18/H/5
110425,"Jun 23, 2014",27-25636,NIC1102A6910,,S011090371,MC00316X,18/H/9
110426,"Jun 23, 2014",27-25637,NIC1102A6911,,S406185262,MC00436X,18/I/12
110427,"Jun 23, 2014",27-25638,NIC1102A6912,,S559924892,MC00110X,18/I/2
110428,"Jun 23, 2014",27-25639,NIC1102A6913,,S401197562,MC00373X,18/I/3
110429,"Jun 23, 2014",27-25640,NIC1102A6914,,S212776909,MC00266X,18/I/8
110430,"Jun 23, 2014",27-25641,NIC1102A6915,,S659649326,MC00009X,18/I/9
110431,"Jun 23, 2014",27-25642,NIC1102A6916,,S416287608,MC00078X,18/J/11
110432,"Jun 23, 2014",27-25643,NIC1102A6917,,S892857372,MC00398X,18/J/12
110433,"Jun 23, 2014",27-25644,NIC1102A6918,,S799391465,MC00051X,18/J/13
110434,"Jun 23, 2014",27-25645,NIC1102A6919,,S450649973,MC00040X,18/J/2
110435,"Jun 23, 2014",27-25646,NIC1102A6920,,S970430209,MC00418X,19/A/10
110436,"Jun 23, 2014",27-25647,NIC1102A6921,,S698538385,MC00469X,19/A/2
110437,"Jun 23, 2014",27-25648,NIC1102A6922,,S961064881,MC00938X,19/A/3
110438,"Jun 23, 2014",27-25649,NIC1102A6923,,S839181682,MC00721X,19/A/5
110439,"Jun 23, 2014",27-25650,NIC1102A6924,,S192592255,MC00848X,19/A/7
110440,"Jun 23, 2014",27-25651,NIC1102A6925,,S612948930,MC00890X,19/B/15
110441,"Jun 23, 2014",27-25652,NIC1102A6926,,S958938694,MC00739X,19/B/2
110442,"Jun 23, 2014",27-25653,NIC1102A6927,,S566585754,MC00985X,19/B/8
110443,"Jun 23, 2014",27-25654,NIC1102A6928,,S482045298,MC00553X,19/C/1
110444,"Jun 23, 2014",27-25655,NIC1102A6929,,S926433325,MC00511X,19/C/11
110445,"Jun 23, 2014",27-25656,NIC1102A6930,,S283004382,MC00301X,19/C/13
110446,"Jun 23, 2014",27-25657,NIC1102A6931,,S892719618,MC00432X,19/C/15
110447,"Jun 23, 2014",27-25658,NIC1102A6932,,S028819827,MC00568X,19/D/1
110448,"Jun 23, 2014",27-25659,NIC1102A6933,,S898188648,MC00869X,19/D/13
110449,"Jun 23, 2014",27-25660,NIC1102A6934,,S182414966,MC00917X,19/D/15
110450,"Jun 23, 2014",27-25661,NIC1102A6935,,S002917106,MC00927X,19/D/3
110451,"Jun 23, 2014",27-25662,NIC1102A6936,,S630066857,MC00973X,19/D/4
110452,"Jun 23, 2014",27-25663,NIC1102A6937,,S185226839,MC00982X,19/D/9
110453,"Jun 23, 2014",27-25664,NIC1102A6938,,S245880361,MC00724X,19/E/15
110454,"Jun 23, 2014",27-25665,NIC1102A6939,,S826360946,MC00135X,19/E/2
110455,"Jun 23, 2014",27-25666,NIC1102A6940,,S503834469,MC00070X,19/E/3
110456,"Jun 23, 2014",27-25667,NIC1102A6941,,S345753493,MC00886X,19/E/5
110457,"Jun 23, 2014",27-25668,NIC1102A6942,,S256073962,MC00258X,19/E/8
110458,"Jun 23, 2014",27-25669,NIC1102A6943,,S089332037,MC00395X,19/F/3
110459,"Jun 23, 2014",27-25670,NIC1102A6944,,S658557502,MC00480X,19/F/5
110460,"Jun 23, 2014",27-25671,NIC1102A6945,,S967824004,MC00364X,19/G/10
110461,"Jun 23, 2014",27-25672,NIC1102A6946,,S314615039,MC00100X,19/G/11
110462,"Jun 23, 2014",27-25673,NIC1102A6947,,S653760951,MC00264X,19/G/14
110463,"Jun 23, 2014",27-25674,NIC1102A6948,,S241455560,MC00588X,19/G/3
110464,"Jun 23, 2014",27-25675,NIC1102A6949,,S855503026,MC00726X,19/H/1
110465,"Jun 23, 2014",27-25676,NIC1102A6950,,S185243891,MC00523X,19/H/14
110466,"Jun 23, 2014",27-25677,NIC1102A6951,,S962153146,MC00725X,19/I/1
110467,"Jun 23, 2014",27-25678,NIC1102A6952,,S863060773,MC00551X,19/I/10
110468,"Jun 23, 2014",27-25679,NIC1102A6953,,S063470242,MC00749X,19/I/5
110469,"Jun 23, 2014",27-25680,NIC1102A6954,,S562128731,MC00637X,19/I/6
110470,"Jun 23, 2014",27-25681,NIC1102A6955,,S700773759,MC00074X,19/I/8
110471,"Jun 23, 2014",27-25682,NIC1102A6956,,S987914525,MC00772X,19/I/9
110472,"Jun 23, 2014",27-25683,NIC1102A6957,,S175697799,MC00754X,19/J/12
110473,"Jun 23, 2014",27-25684,NIC1102A6958,,S868270725,MC00510X,19/J/13
110474,"Jun 23, 2014",27-25685,NIC1102A6959,,S076935373,MC00856X,19/J/15
110475,"Jun 23, 2014",27-25686,NIC1102A6960,,S682936715,MC00232X,19/J/2
110476,"Jun 23, 2014",27-25687,NIC1102A6961,,S602681703,MC00935X,19/J/4
110477,"Jun 23, 2014",27-25688,NIC1102A6962,,S247392685,MC00815X,19/J/6
110478,"Jun 23, 2014",27-25689,NIC1102A6963,,S995213320,MC00312X,19/J/8
110479,"Jun 23, 2014",27-25690,NIC1102A6964,,S038332935,MC00164X,2/A/11
110480,"Jun 23, 2014",27-25691,NIC1102A6965,,S141830243,MC00255X,2/A/3
110481,"Jun 23, 2014",27-25692,NIC1102A6966,,S672691249,MC00251X,2/A/5
110482,"Jun 23, 2014",27-25693,NIC1102A6967,,S829131380,MC00083X,2/A/9
110483,"Jun 23, 2014",27-25694,NIC1102A6968,,S719400933,MC00257X,2/B/10
110484,"Jun 23, 2014",27-25695,NIC1102A6969,,S073580995,MC00360X,2/B/11
110485,"Jun 23, 2014",27-25696,NIC1102A6970,,S056294771,MC00447X,2/B/12
110486,"Jun 23, 2014",27-25697,NIC1102A6971,,S021595848,MC00347X,2/B/13
110487,"Jun 23, 2014",27-25698,NIC1102A6972,,S335843336,MC00330X,2/B/8
110488,"Jun 23, 2014",27-25699,NIC1102A6973,,S266347490,MC00040X,2/B/9
110489,"Jun 23, 2014",27-25700,NIC1102A6974,,S622670565,MC00350X,2/C/1
110490,"Jun 23, 2014",27-25701,NIC1102A6975,,S909811900,MC00071X,2/C/10
110491,"Jun 23, 2014",27-25702,NIC1102A6976,,S439740774,MC00378X,2/C/11
110492,"Jun 23, 2014",27-25703,NIC1102A6977,,S680789018,MC00553X,2/C/13
110493,"Jun 23, 2014",27-25704,NIC1102A6978,,S374411852,MC00026X,2/C/4
110494,"Jun 23, 2014",27-25705,NIC1102A6979,,S135600430,MC00157X,2/C/5
110495,"Jun 23, 2014",27-25706,NIC1102A6980,,S997580781,MC00760X,2/C/7
110496,"Jun 23, 2014",27-25707,NIC1102A6981,,S663762438,MC00101X,2/C/8
110497,"Jun 23, 2014",27-25708,NIC1102A6982,,S767439879,MC00257X,2/C/9
110498,"Jun 23, 2014",27-25709,NIC1102A6983,,S928043441,MC00293X,2/D/1
110499,"Jun 23, 2014",27-25710,NIC1102A6984,,S476735645,MC00129X,2/D/4
110500,"Jun 23, 2014",27-25711,NIC1102A6985,,S370180986,MC00643X,2/D/6
110501,"Jun 23, 2014",27-25712,NIC1102A6986,,S700170339,MC00372X,2/E/12
110502,"Jun 23, 2014",27-25713,NIC1102A6987,,S945004249,MC00309X,2/E/14
110503,"Jun 23, 2014",27-25714,NIC1102A6988,,S703195083,MC00587X,2/E/7
110504,"Jun 23, 2014",27-25715,NIC1102A6989,,S070577662,MC00237X,2/E/8
110505,"Jun 23, 2014",27-25716,NIC1102A6990,,S455688700,MC00265X,2/E/9
110506,"Jun 23, 2014",27-25717,NIC1102A6991,,S737298003,MC00140X,2/F/12
110507,"Jun 23, 2014",27-25718,NIC1102A6992,,S177519810,MC00515X,2/F/4
110508,"Jun 23, 2014",27-25719,NIC1102A6993,,S874516757,MC00208X,2/G/1
110509,"Jun 23, 2014",27-25720,NIC1102A6994,,S075852229,MC00313X,2/G/12
110510,"Jun 23, 2014",27-25721,NIC1102A6995,,S108530463,MC00950X,2/G/13
110511,"Jun 23, 2014",27-25722,NIC1102A6996,,S784926371,MC00109X,2/G/15
110512,"Jun 23, 2014",27-25724,NIC1102A6997,,S517264973,MC00016X,2/G/2
110513,"Jun 23, 2014",27-25725,NIC1102A6998,,S998017786,MC00274X,2/G/6
110514,"Jun 23, 2014",27-25726,NIC1102A6999,,S031477154,MC00967X,2/G/7
110515,"Jun 23, 2014",27-25727,NIC1102A7000,,S874383535,MC00587X,2/G/8
110516,"Jun 23, 2014",27-25728,NIC1102A7001,,S257153452,MC00309X,2/G/9
110517,"Jun 23, 2014",27-25729,NIC1102A7002,,S512163492,MC00324X,2/H/1
110518,"Jun 23, 2014",27-25730,NIC1102A7003,,S784052528,MC00950X,2/H/11
110519,"Jun 23, 2014",27-25731,NIC1102A7004,,S320592652,MC00057X,2/H/2
110520,"Jun 23, 2014",27-25732,NIC1102A7005,,S331993708,MC00326X,2/H/3
110521,"Jun 23, 2014",27-25733,NIC1102A7006,,S528700086,MC00822X,2/H/4
110522,"Jun 23, 2014",27-25734,NIC1102A7007,,S215775827,MC00150X,2/H/6
110523,"Jun 23, 2014",27-25735,NIC1102A7008,,S588631418,MC00455X,2/H/8
110524,"Jun 23, 2014",27-25736,NIC1102A7009,,S424845305,MC00396X,2/H/9
110525,"Jun 23, 2014",27-25737,NIC1102A7010,,S374481677,MC00447X,2/I/13
110526,"Jun 23, 2014",27-25738,NIC1102A7011,,S204370912,MC00522X,2/I/15
110527,"Jun 23, 2014",27-25739,NIC1102A7012,,S036787420,MC00613X,2/I/2
110528,"Jun 23, 2014",27-25740,NIC1102A7013,,S900951799,MC00532X,2/I/3
110529,"Jun 23, 2014",27-25741,NIC1102A7014,,S819082085,MC00425X,2/I/4
110530,"Jun 23, 2014",27-25742,NIC1102A7015,,S172178864,MC00598X,2/I/7
110531,"Jun 23, 2014",27-25743,NIC1102A7016,,S400974996,MC00470X,2/I/8
110532,"Jun 23, 2014",27-25744,NIC1102A7017,,S405967683,MC00203X,2/J/15
110533,"Jun 23, 2014",27-25745,NIC1102A7018,,S833446783,MC00542X,2/J/3
110534,"Jun 23, 2014",27-25746,NIC1102A7019,,S127283605,MC00299X,20/A/1
110535,"Jun 23, 2014",27-25747,NIC1102A7020,,S324719373,MC00919X,20/A/7
110536,"Jun 23, 2014",27-25748,NIC1102A7021,,S249742313,MC00696X,20/A/8
110537,"Jun 23, 2014",27-25749,NIC1102A7022,,S157760935,MC00313X,20/B/14
110538,"Jun 23, 2014",27-25750,NIC1102A7023,,S521150021,MC00307X,20/B/2
110539,"Jun 23, 2014",27-25751,NIC1102A7024,,S786551503,MC00259X,20/B/3
110540,"Jun 23, 2014",27-25752,NIC1102A7025,,S602035632,MC00481X,20/B/4
110541,"Jun 23, 2014",27-25753,NIC1102A7026,,S080475674,MC00535X,20/C/12
110542,"Jun 23, 2014",27-25754,NIC1102A7027,,S793552076,MC00113X,20/C/6
110543,"Jun 23, 2014",27-25755,NIC1102A7028,,S565146916,MC00322X,20/D/12
110544,"Jun 23, 2014",27-25756,NIC1102A7029,,S337719136,MC00285X,20/D/5
110545,"Jun 23, 2014",27-25757,NIC1102A7030,,S236418489,MC00389X,20/E/1
110546,"Jun 23, 2014",27-25758,NIC1102A7031,,S852284269,MC00508X,20/E/14
110547,"Jun 23, 2014",27-25759,NIC1102A7032,,S087755564,MC00781X,20/E/3
110548,"Jun 23, 2014",27-25760,NIC1102A7033,,S695386238,MC00159X,20/E/6
110549,"Jun 23, 2014",27-25761,NIC1102A7034,,S261305063,MC00230X,20/E/8
110550,"Jun 23, 2014",27-25762,NIC1102A7035,,S744408343,MC00736X,20/F/11
110551,"Jun 23, 2014",27-25763,NIC1102A7036,,S073347730,MC00021X,20/F/12
110552,"Jun 23, 2014",27-25764,NIC1102A7037,,S157557800,MC00380X,20/F/14
110553,"Jun 23, 2014",27-25765,NIC1102A7038,,S103279169,MC00549X,20/F/9
